node_id,node_type,name,description,raw_endpoint,extra_json,description_length,location_degree,drop_degree,name_length,has_image,in_degree,out_degree,betweenness,pagerank
17f6973afc2l0i2ma51e7fflgwsv2m,location,Stormhill Evergaol,The Brave and Foolish alike dare venture into the Stormhill Evergaol and face its relentless knight in battle,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6973afc2l0i2ma51e7fflgwsv2m.png"", ""region"": ""Limgrave""}",109,0,0,18,1,1,0,0.0,0.0005789466718967653
17f69ad0772l0i2ma7gusqx8w2s1ao,location,Stormhill Shack,The Stormhill Shack is a dilapidated shelter formerly used to house hunters in the area. A Site of Grace offers a needed moment of rest for those traveling nearby ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69ad0772l0i2ma7gusqx8w2s1ao.png"", ""region"": ""Limgrave""}",163,0,0,15,1,1,0,0.0,0.0007665113265169323
17f69e77e65l0i2mam30d45d317ze1a,location,Stranded Graveyard,Stranded Graveyard is a dark and secluded location within the Cave of Knowledge. The confused and aimless dwell within,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69e77e65l0i2mam30d45d317ze1a.png"", ""region"": ""Limgrave""}",118,0,0,18,1,1,0,0.0,0.0009408464658310438
17f69c37b1fl0i2manq5puf8m7lj6,location,Summonwater Village,"D, Hunter of The Dead, warns you of this nearby village taken over by death, known as Summonwater Village ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69c37b1fl0i2manq5puf8m7lj6.png"", ""region"": ""Limgrave""}",106,0,0,19,1,1,0,0.0,0.0005275422449278925
17f696f8b63l0i2maq3fi94tgr4s4t,location,Third Church Of Marika,The Ruins of an Old Church found in the Mistwood. The most prominent sight here is a statue of a lady with her arms outstretched,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f696f8b63l0i2maq3fi94tgr4s4t.png"", ""region"": ""Limgrave""}",128,0,0,22,1,0,0,0.0,0.0005084358134138552
17f69d5a094l0i2mata8cfyj4ci55t,location,Warmaster's Shack,Small shack in a remote area near north-central Stormhill.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d5a094l0i2mata8cfyj4ci55t.png"", ""region"": ""Limgrave""}",58,0,0,17,1,2,0,0.0,0.0008027969900447181
17f69d6cc12l0i2maurcz3u35zq1e6,location,Waypoint Ruins,"Waypoint Ruins consists of a group of broken buildings and abandoned campsites, now overrun with poisonous flowers and their crazed caretaker",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d6cc12l0i2maurcz3u35zq1e6.png"", ""region"": ""Limgrave""}",141,0,0,14,1,2,0,0.0,0.0005884308972102672
17f699556dcl0i2mb8hu2t8gym49k9,location,Ailing Village,"A small, abandoned village nestled within a forested area north of the Castle Morne Rampart. This village is host to long-dilapidated dwellings, inhabited only by hostile Demi-humans.  ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f699556dcl0i2mb8hu2t8gym49k9.png"", ""region"": ""Weeping Peninsula""}",185,0,0,14,1,1,0,0.0,0.0006308439809059435
17f69a08d1al0i2mbb18pbuvaqj0nv,location,Bridge Of Sacrifice,"A busy bridge swarming with iron-clad foes. Be prepared to engage in an array of melee, ranged and artillery attacks or attempt to push past them",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a08d1al0i2mbb18pbuvaqj0nv.png"", ""region"": ""Limgrave""}",145,0,0,19,1,1,0,0.0,0.0005668715500173815
17f6966a9acl0i2mbedz4xx9r4lz4h,location,Callu Baptismal Church,"A dilapidated church, presumably frequented by the former residents of Ailing Village. Now it lies in ruin, its congregation replaced by a family of mutant vermin feasting on the remains of  unfortunate travelers",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6966a9acl0i2mbedz4xx9r4lz4h.png"", ""region"": ""Weeping Peninsula""}",212,0,0,22,1,0,0,0.0,0.0005084358134138552
17f698b669el0i2mbhazm5831nokpp,location,Church Of Pilgrimage,The Church of Pilgrimage is a broken building situated at the top of the cliff in the north of the Weeping Peninsula. Even with the walls and roof destroyed pilgrims still make the journey to visit this church,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698b669el0i2mbhazm5831nokpp.png"", ""region"": ""Weeping Peninsula""}",209,0,0,20,1,0,0,0.0,0.0005084358134138552
17f69a8e6e3l0i2mbkue80sw8q9e9m,location,Castle Morne,"Remants of a chaos swept castle, teeming with iron-clad enemies -now engulfed with fire, piles of remains and ruin.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a8e6e3l0i2mbkue80sw8q9e9m.png"", ""region"": ""Limgrave""}",115,0,0,12,1,9,0,0.0,0.00515125956242045
17f698f0b5cl0i2mbvii8p3ju2s8p,location,Demi-human Forest Ruins,"Demi-Humans congregate here to worship their queen. Defeating her will reward players with the Demi-Human Queen's Staff, which is excellent for beginner mages.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698f0b5cl0i2mbvii8p3ju2s8p.png"", ""region"": ""Weeping Peninsula""}",159,0,0,23,1,0,0,0.0,0.0005084358134138552
17f69a6e7bal0i2mbxtdxxdlkbn228,location,Earthbore Cave,Earthbore Cave is a small dark cave on the side of the Cliffside between Limgrave and Weeping Peninsula. One might be able to hear the squeaks of rats and the snoring of a large beast deep within if you listen closely,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a6e7bal0i2mbxtdxxdlkbn228.png"", ""region"": ""Limgrave""}",217,0,0,14,1,1,0,0.0,0.0005569051563502215
17f69beb214l0i2mc1tu4e1udh50bg,location,Forest Lookout Tower,"A run-down tower built on the edge of the cliffs of the Weeping Peninsula, located west of the Bridge of Sacrifice.  ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69beb214l0i2mc1tu4e1udh50bg.png"", ""region"": ""Weeping Peninsula""}",117,0,0,20,1,0,0,0.0,0.0005084358134138552
17f69eb484al0i2mc6wcx3of77ezpi,location,Impaler's Catacombs,"The Impaler's Catacombs are found in the east side of the Weeping Peninsula. Once used to store the bodies of the dead, it is now crawling with Imps. ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69eb484al0i2mc6wcx3of77ezpi.png"", ""region"": ""Weeping Peninsula""}",150,0,0,19,1,0,0,0.0,0.0005084358134138552
17f699e2f56l0i2mcc0rz6jdgrnd4b,location,Fourth Church Of Marika,"The ruins of a lonely church, sitting atop a plateau west of the peninsula. Despite its current state, the altar remains intact and ghostly knights still roam the fields nearby, perhaps restless and duty-bound to safeguarding the area...",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f699e2f56l0i2mcc0rz6jdgrnd4b.png"", ""region"": ""Weeping Peninsula""}",237,0,0,23,1,0,0,0.0,0.0005084358134138552
17f6967f4a6l0i2mcivef17883vmx4,location,Minor Erdtree (weeping Peninsula),One of the large Erdtree's found in the Weeping Peninsula. An Erdtree Avatar charges at those who approach,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6967f4a6l0i2mcivef17883vmx4.png"", ""region"": ""Weeping Peninsula""}",106,0,0,33,1,1,0,0.0,0.0005416981712921005
17f69e439b6l0i2mcjzcnj6kp3he1,location,Isolated Merchant's Shack,"Found at the western edge of the Weeping Peninsula, this lonesome hut is home to but a single person who has long adapted to a life of seclusion",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69e439b6l0i2mcjzcnj6kp3he1.png"", ""region"": ""Weeping Peninsula""}",144,0,0,25,1,0,0,0.0,0.0005084358134138552
17f69ef93ffl0i2mcqpdy7v0jp2w4t,location,Oridys's Rise,"A lone observation tower atop a plateau in the east of the Weeping Peninsula. Long since abandoned, the entrance is barred by a seal, presenting travelers with a small challenge",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69ef93ffl0i2mcqpdy7v0jp2w4t.png"", ""region"": ""Weeping Peninsula""}",177,0,0,13,1,0,0,0.0,0.0005084358134138552
17f6981a517l0i2mcvl2m9zjgmsg8q,location,Morne Tunnel,A dark and hidden tunnel that is inhabited by Misbegottens and Miners.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6981a517l0i2mcvl2m9zjgmsg8q.png"", ""region"": ""Weeping Peninsula""}",70,0,0,12,1,1,0,0.0,0.0007246411396224494
17f69d80346l0i2md4i5cedghtnq25,location,Tombsward Cave,Hidden cave in the forest teeming with poison-filled creatures.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d80346l0i2md4i5cedghtnq25.png"", ""region"": ""Weeping Peninsula""}",63,0,0,14,1,1,0,0.0,0.0006308439809059435
17f69f4ffe5l0i2md88ra4eyn71p2h,location,Tombsward Ruins,"The ruins of a former burial ground. Next to nothing remains here, yet squires still roam the dark tunnels beneath. Perhaps protecting the graves of their former noble masters..",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69f4ffe5l0i2md88ra4eyn71p2h.png"", ""region"": ""Weeping Peninsula""}",177,0,0,15,1,0,0,0.0,0.0005084358134138552
17f69e49901l0i2mdbbaoshgf9r6xb,location,Tombsward Catacombs,"The Tombsward Catacombs are hidden inside the mountain near the Minor Erdtree in the Weeping Peninsula. Once filled with the bodies of the dead, armed skeletons now rise to chase away those that wish to explore its depths.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69e49901l0i2mdbbaoshgf9r6xb.png"", ""region"": ""Weeping Peninsula""}",222,0,0,19,1,1,0,0.0,0.000652572697552918
17f69f66bd4l0i2mddees047dl1w3,location,Tower Of Return,"A dilapidated tower guarded by foot soldiers and mounted cavalry. Makeshift wooden platforms and ladders line the inside of the tower, allowing it to retain some function as a lookout point and a mount for ballistae",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69f66bd4l0i2mddees047dl1w3.png"", ""region"": ""Weeping Peninsula""}",215,0,0,15,1,0,0,0.0,0.0005084358134138552
17f698df3ebl0i2mdikdnz45fhyrc7,location,Weeping Evergaol,An evergaol located on the western landmass of the Weeping Peninsula. A formidable opponent is imprisoned within,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698df3ebl0i2mdikdnz45fhyrc7.png"", ""region"": ""Weeping Peninsula""}",112,0,0,16,1,1,0,0.0,0.0006165384765181523
17f69aac157l0i2mdq7xv2njkwl739,location,Witchbane Ruins,"A set of ruins found in western Weeping Peninsula. Overgrown with thick shrubs and poisonous flowers, this decrepit landmark invites only misery and dread.  ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69aac157l0i2mdq7xv2njkwl739.png"", ""region"": ""Weeping Peninsula""}",157,0,0,15,1,2,0,0.0,0.0010696471108784082
17f69eea151l0i2mdvyoq9hes3awih,location,Academy Crystal Cave,"The depths of the Raya Lucaria Academy are rich in rose-tinted crystals, imbued with the natural magic of the area",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69eea151l0i2mdvyoq9hes3awih.png"", ""region"": ""Liurnia of the Lakes""}",114,0,0,20,1,1,0,0.0,0.000652572697552918
17f69ca396cl0i2mdysgmasljm2zkm,location,Academy Gate Town,The sunken remains of the academy town,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69ca396cl0i2mdysgmasljm2zkm.png"", ""region"": ""Liurnia of the Lakes""}",38,0,0,17,1,1,0,0.0,0.0005780348032289552
17f69810cebl0i2mdzlqf85vs5362m,location,Ainsel River Well,A small structure housing a lift that takes you down to the Ainsel River.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69810cebl0i2mdzlqf85vs5362m.png"", ""region"": ""Liurnia of the Lakes""}",73,0,0,17,1,1,0,0.0,0.002064798049759205
17f69f1bf17l0i2me5lh0rinbjahod,location,Artist's Shack,A small cabin at North Liurnia of The Lakes. Its strongly perceived tranquility seems overshadowed by oblivion.  ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69f1bf17l0i2me5lh0rinbjahod.png"", ""region"": ""Liurnia of the Lakes""}",113,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69f3a31bl0i2meai1xfwcvclxod,location,Bellum Church,Located past the ruins and the forested area guarded by Mounted Knights.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69f3a31bl0i2meai1xfwcvclxod.png"", ""region"": ""Liurnia of the Lakes""}",72,0,0,13,1,0,0,0.0,0.0005084358134138552
17f69c7e27al0i2meh9ln3g7iucc9m,location,Bellum Highway,Outside the East Raya Lucaria Gate ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69c7e27al0i2meh9ln3g7iucc9m.png"", ""region"": ""Liurnia of the Lakes""}",35,0,0,14,1,0,0,0.0,0.0005084358134138552
17f699441c2l0i2men3bc9smd0h3jp,location,Black Knife Catacombs,"Black Knife Catacombs homes many skeletons and crabs within its depths, find and defeat the Black Knife Assassin within to obtain their dagger.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f699441c2l0i2men3bc9smd0h3jp.png"", ""region"": ""Liurnia of the Lakes""}",143,0,0,21,1,1,0,0.0,0.000652572697552918
17f696fcc61l0i2mesvptc01pvt2k,location,Caria Manor,A large estate situated far to the north of Liurnia.  ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f696fcc61l0i2mesvptc01pvt2k.png"", ""region"": ""Liurnia of the Lakes""}",54,0,0,11,1,6,0,0.0,0.003167347995650958
17f69671b3cl0i2meu31aoc55gpu6w,location,Boilprawn Shack,Small cozy shack where Blackguard Big Boggart resides.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69671b3cl0i2meu31aoc55gpu6w.png"", ""region"": ""Liurnia of the Lakes""}",54,0,0,15,1,1,0,0.0,0.0009408464658310438
17f69ebf5c7l0i2mf0jf9uvcbi972,location,Carian Study Hall,A large library-like location full of spectres ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69ebf5c7l0i2mf0jf9uvcbi972.png"", ""region"": ""Liurnia of the Lakes""}",47,0,0,17,1,1,0,0.0,0.0009408464658310438
17f69b84b61l0i2mfc7u9mll6xzntq,location,Chapel Of Anticipation,A small starting building with trail leading to an area occupied by a gnarly Grafted Scion,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69b84b61l0i2mfc7u9mll6xzntq.png"", ""region"": ""Limgrave""}",90,0,0,22,1,0,0,0.0,0.0005084358134138552
17f698ad77al0i2mfezbdn6jgn0o9,location,Chelona's Rise,A tower overlooking the southern-most tip of Liurnia of the lakes,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698ad77al0i2mfezbdn6jgn0o9.png"", ""region"": ""Liurnia of the Lakes""}",65,0,0,14,1,0,0,0.0,0.0005084358134138552
17f698e5adfl0i2mffrxjg7ruc39w,location,Church Of Inhibition,"The remnants of an old church in the north of Liurnia, just before the Altus Plateau.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698e5adfl0i2mffrxjg7ruc39w.png"", ""region"": ""Liurnia of the Lakes""}",85,0,0,20,1,0,0,0.0,0.0005084358134138552
17f69cce4d4l0i2mfhyp49jkapcfro,location,Cathedral Of Manus Celes,A large church atop the southern plateau of Liurnia.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69cce4d4l0i2mfhyp49jkapcfro.png"", ""region"": ""Liurnia of the Lakes""}",52,0,0,24,1,0,0,0.0,0.0005084358134138552
17f69eb0b5al0i2mfvs8tpdxql60r,location,Church Of Irith,,locations,"{""Liurnia of the Lakes"": ""A peaceful church at the back of Stormveil Castle."", ""image"": ""https://eldenring.fanapis.com/images/locations/17f69eb0b5al0i2mfvs8tpdxql60r.png"", ""region"": ""Limgrave""}",0,0,0,15,1,0,0,0.0,0.0005084358134138552
17f69c9c269l0i2mfxzgqbh7ffwoxe,location,Church Of Vows,"It is here, at the Church of Vows, that the great houses of the Erdtree and the Moon were joined by the matrimonial bond between red-haired Radagon and Rennala of the Full Moon. That is why it holds in view the monuments of both houses, the Erdtree of the Capital and the Academy of Raya Lucaria.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69c9c269l0i2mfxzgqbh7ffwoxe.png"", ""region"": ""Liurnia of the Lakes""}",296,0,0,14,1,2,0,0.0,0.0009497230054747019
17f69da1bd4l0i2mg2rzb8btkku3w,location,Converted Fringe Tower,A tower found on the fringe in the northeastern tip of Liurnia.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69da1bd4l0i2mg2rzb8btkku3w.png"", ""region"": ""Liurnia of the Lakes""}",63,0,0,22,1,0,0,0.0,0.0005084358134138552
17f69d1362al0i2mg4cjo2nkqwii0c,location,Converted Tower,An abandoned tower ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d1362al0i2mg4cjo2nkqwii0c.png"", ""region"": ""Liurnia of the Lakes""}",19,0,0,15,1,0,0,0.0,0.0005084358134138552
17f698f564bl0i2mgkgv52gb259rpo,location,Cuckoo's Evergaol,Evergaol located on the western landmass of Liurnia. A powerful force stirs within.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698f564bl0i2mgkgv52gb259rpo.png"", ""region"": ""Liurnia of the Lakes""}",83,0,0,17,1,0,0,0.0,0.0005084358134138552
17f699e76bfl0i2mgmm6ms7zuiygi4,location,Deep Ainsel Well,A deep well leading to the Moonlight Altar from the underground Grand Cloister.,locations,"{""image"": null, ""region"": ""Liurnia of the Lakes""}",79,0,0,16,0,0,0,0.0,0.0005084358134138552
17f69a9bb63l0i2mgrk6uq0c1hc2ce,location,Divine Tower Of Liurnia,Divine Tower of Liurnia is a Location in Elden Ring. The Divine Tower of Liurnia is found in Liurnia of the Lakes and is reached by taking the lift down at the secret area of Carian Study Hall.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a9bb63l0i2mgrk6uq0c1hc2ce.png"", ""region"": ""Liurnia of the Lakes""}",193,0,0,23,1,0,0,0.0,0.0005084358134138552
17f69b8ac92l0i2mgtov87be1r2nqe,location,Frenzied Flame Village,A village in Liurnia gripped in the madness of Three Fingers. Its denizens know nothing but the fiery frenzy burning within them,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69b8ac92l0i2mgtov87be1r2nqe.png"", ""region"": ""Liurnia of the Lakes""}",128,0,0,22,1,0,0,0.0,0.0005084358134138552
17f699dd1c8l0i2mgue4joyaqx4gkf,location,Grand Lift Of Dectus,"A massive lift platform found between Liurnia and the Altus Plateau. The mechanism that operates the lift is barred by four Guardian Statues, requiring the brandishing of a special artifact for them to release their hold",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f699dd1c8l0i2mgue4joyaqx4gkf.png"", ""region"": ""Liurnia of the Lakes""}",220,0,0,20,1,0,0,0.0,0.0005084358134138552
17f6999ba4dl0i2mh3xyke5xw6a3,location,Highway Lookout Tower,A lone tower overlooking the Liurnia main road on the eastern landmass ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6999ba4dl0i2mh3xyke5xw6a3.png"", ""region"": ""Liurnia of the Lakes""}",71,0,0,21,1,0,0,0.0,0.0005084358134138552
17f69c4fae0l0i2mh89ctxbtq3mamf,location,Jarburg,"Jarburg was a peaceful village, but the effects of the Shattering affected even the otherwise amicable Living Jar ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69c4fae0l0i2mh89ctxbtq3mamf.png"", ""region"": ""Liurnia of the Lakes""}",114,0,0,7,1,0,0,0.0,0.0005084358134138552
17f696bd5cdl0i2mhe4ogfvk5y4fnk,location,Kingsrealm Ruins,"A ruined area, only seemingly bare.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f696bd5cdl0i2mhe4ogfvk5y4fnk.png"", ""region"": ""Liurnia of the Lakes""}",35,0,0,16,1,2,0,0.0,0.0010189733030760402
17f69a91598l0i2mhgmal00xkh3qlq,location,Lakeside Crystal Cave,"Hidden on the southwestern cliffs of Liurnia of the Lakes, a winding cave carved by large crystals",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69a91598l0i2mhgmal00xkh3qlq.png"", ""region"": ""Liurnia of the Lakes""}",98,0,0,21,1,0,0,0.0,0.0005084358134138552
17f6998e8c0l0i2mhji8anu11st2mt,location,Laskyar Ruins,"Ruins of a sunken structure beset by fog, found amidst the marshes of south Liurnia.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6998e8c0l0i2mhji8anu11st2mt.png"", ""region"": ""Liurnia of the Lakes""}",84,0,0,13,1,0,0,0.0,0.0005084358134138552
17f69755ab0l0i2mhph4nhezda1u7a,location,Lunar Estate Ruins,The ruins of a large estate found atop the southwestern plateau of Liurnia.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69755ab0l0i2mhph4nhezda1u7a.png"", ""region"": ""Liurnia of the Lakes""}",75,0,0,18,1,0,0,0.0,0.0005084358134138552
17f69dacb4bl0i2mhubpixrap5onq,location,Malefactor's Evergaol,An evergaol overlooking the vast lakes. An ever burning flame resides within,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69dacb4bl0i2mhubpixrap5onq.png"", ""region"": ""Liurnia of the Lakes""}",76,0,0,21,1,1,0,0.0,0.0009408464658310438
17f69f56f55l0i2mhypmucze7mfrzc,location,Minor Erdtree (liurnia Southwest),,locations,"{""Liurnia of the Lakes"": ""This ancient Erdtree overlooks the lakes from the southwest"", ""image"": ""https://eldenring.fanapis.com/images/locations/17f69f56f55l0i2mhypmucze7mfrzc.png"", ""region"": ""Limgrave""}",0,0,0,33,1,1,0,0.0,0.0005416981712921005
17f699944del0i2mi3slb26ih47ryg,location,Moonfolk Ruins,Ruins found in the southwest of the Liurnia of the Lakes region ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f699944del0i2mi3slb26ih47ryg.png"", ""region"": ""Liurnia of the Lakes""}",64,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69d966bel0i2mi4tvwhnn8vetm,location,Purified Ruins,The holy remains now lie in ruin  ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d966bel0i2mi4tvwhnn8vetm.png"", ""region"": ""Liurnia of the Lakes""}",34,0,0,14,1,0,0,0.0,0.0005084358134138552
17f698099f7l0i2miaetoao4rp6xtb,location,Ranni's Rise,A tower beset by large chunks of glintstone emerging from the ground and penetrating its interiors. Home to a mysterious figure observing The Lands Between,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698099f7l0i2miaetoao4rp6xtb.png"", ""region"": ""Liurnia of the Lakes""}",155,0,0,12,1,1,0,0.0,0.001124752296446839
17f69c399c9l0i2mil0mh3d0ps7e7,location,Raya Lucaria Crystal Tunnel,One of the vast networks of tunnels used prominently for the academy's crystal mining operation.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69c399c9l0i2mil0mh3d0ps7e7.png"", ""region"": ""Liurnia of the Lakes""}",96,0,0,27,1,1,0,0.0,0.0005780348032289552
17f698a28ecl0i2mipyyaypw22zid,location,Renna's Rise,"A Tower of the Three Sisters, belonging to Renna. It houses Ranni's Snow Witch Armor Set",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f698a28ecl0i2mipyyaypw22zid.png"", ""region"": ""Liurnia of the Lakes""}",88,0,0,12,1,0,0,0.0,0.0005084358134138552
17f69bb1acal0i2mitcppzloop1zos,location,Revenger's Shack,"An isolated shack north of the Minor Erdtree. Bodies litter the ground inside the shack, possibly belonging to those one has taken revenge upon",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69bb1acal0i2mitcppzloop1zos.png"", ""region"": ""Liurnia of the Lakes""}",143,0,0,16,1,1,0,0.0,0.0006245752024305577
17f6960e4ffl0i2mixrjbqp5ikjrdf,location,Ringleader's Evergaol,An evergaol where a nortorious assassin is incarcerated,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6960e4ffl0i2mixrjbqp5ikjrdf.png"", ""region"": ""Liurnia of the Lakes""}",55,0,0,21,1,0,0,0.0,0.0005084358134138552
17f69cc10e6l0i2mj6tb3yh7hepkwb,location,Road's End Catacombs,Catacombs at the end of the world..,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69cc10e6l0i2mj6tb3yh7hepkwb.png"", ""region"": ""Liurnia of the Lakes""}",35,0,0,20,1,0,0,0.0,0.0005084358134138552
17f69993058l0i2mjc4gismv720o76,location,Rose Church,"The ruins of a former church aptly named Rose Church, for its walls are now festering with scarlet rot and overgrown with bloodroses.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69993058l0i2mjc4gismv720o76.png"", ""region"": ""Liurnia of the Lakes""}",133,0,0,11,1,0,0,0.0,0.0005084358134138552
17f69bb8933l0i2mjfr92f3f404f5,location,Royal Grave Evergaol,An evergaol constructed for the Carian Royal family in the plains east of the royal estate,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69bb8933l0i2mjfr92f3f404f5.png"", ""region"": ""Liurnia of the Lakes""}",90,0,0,20,1,2,0,0.0,0.0006309519734784885
17f699ac779l0i2mjk3m8nufj4z7fe,location,Ruin-strewn Precipice,A steep precipice with abundant caves in the insides all the way through ,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f699ac779l0i2mjk3m8nufj4z7fe.png"", ""region"": ""Liurnia of the Lakes""}",73,0,0,21,1,5,0,0.0,0.0011464908309150104
17f6973267cl0i2mjmwm9vdpxj72u,location,Seluvis's Rise,A tower bequeathed unto Preceptor Seluvis. Serves as his personal study as he delves into the sorcerous arts.,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f6973267cl0i2mjmwm9vdpxj72u.png"", ""region"": ""Liurnia of the Lakes""}",109,0,0,14,1,1,0,0.0,0.0007246411396224494
17f69c6be62l0i2mjs3roacssjuxza,location,Slumbering Wolf's Shack,"A small shack nestled at the side of a cliff, only accessible through a long winding cave system.   A woman and her wolf companion rest here.",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69c6be62l0i2mjs3roacssjuxza.png"", ""region"": ""Liurnia of the Lakes""}",141,0,0,23,1,1,0,0.0,0.0005347708704848404
17f69bc3adbl0i2mjzcn0qc9u6t9bk,location,Stillwater Cave,"A dark and murky cave beset by a poisonous miasma. Home to servants of rot, relishing in the presence of the giant poisonblooms endemic to the cave",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69bc3adbl0i2mjzcn0qc9u6t9bk.png"", ""region"": ""Liurnia of the Lakes""}",147,0,0,15,1,2,0,0.0,0.0007075288876749303
17f69e1147dl0i2mk2ygww3qoin7ba,location,Temple Quarter,"Ruined by the breaking, the Temple Quarter is now overrun with dangerous creatures, ready to attack any who come near ",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69e1147dl0i2mk2ygww3qoin7ba.png"", ""region"": ""Liurnia of the Lakes""}",118,0,0,14,1,0,0,0.0,0.0005084358134138552
17f69d3b50fl0i2mk6p38tb210zrrj,location,Testu's Rise,An observation tower found in the middle of a lone isle in Liurnia. The entrance is sealed by impish magic and presents a challenge to would-be visitors,locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d3b50fl0i2mk6p38tb210zrrj.png"", ""region"": ""Liurnia of the Lakes""}",152,0,0,12,1,0,0,0.0,0.0005084358134138552
17f69d66ba9l0i2mkaapoatsule3ab,location,The Four Belfries,"As its name suggests, The Four Belfries is a hill with four large bell towers overlooking Liurnia from the west. Each belfry hosts a waygate that transports travelers to various locations",locations,"{""image"": ""https://eldenring.fanapis.com/images/locations/17f69d66ba9l0i2mkaapoatsule3ab.png"", ""region"": ""Liurnia of the Lakes""}",187,0,0,17,1,0,0,0.0,0.0005084358134138552
