node_id,node_type,name,description,source,metadata,community,centrality
17f696356b4l0i1pljd3dmbyei0rzd,weapon,Broadsword,"A straight sword with a wide blade, suited to slashing attacks. Horizontal swings boast wide attack range, making it easier to connect with foes. Broadsword is a Straight Sword in Elden Ring. The Broadsword scales primarily with Strength and Dexterity and is a good Weapon for dealing slashing attacks to enemies.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f696356b4l0i1pljd3dmbyei0rzd.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 117}, {""name"": ""e\"">Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 47}, {""name"": ""Mag"", ""amount"": 31}, {""name"": ""Fire"", ""amount"": 31}, {""name"": ""Ligt"", ""amount"": 31}, {""name"": ""Holy"", ""amount"": 31}, {""name"": ""Boost"", ""amount"": 31}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""E""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 10}], ""category"": ""Straight Sword"", ""weight"": 4, ""Attack Phy 117 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 47 Mag 31 Fire 31 Ligt 31 Holy 31 Boost 31"", ""Scaling Str D Dex E"": ""Requires Str 10 Dex 10"", ""Straight Sword"": ""Standard / Pierce"", ""Square Off"": ""FP -(6 8)"", ""Wgt. 4"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Broadsword""}",9,0.0
17f69b31ef4l0i1plkiau08p955pt5,weapon,Lordsworn's Straight Sword,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a servicable condition, despite the soldiers having long since lost their minds. Lordsworn's Straight Sword is a Straight Sword in Elden Ring. The Lordsworn's Straight Sword scales primarily with Strength and Dexterity and is a good Weapon for strong melee combat. With Square Off, characters with this sword will have the ability to deal an upwards slash through enemy guards.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69b31ef4l0i1plkiau08p955pt5.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 115}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 110}], ""defence"": [{""name"": ""Phy"", ""amount"": 45}, {""name"": ""Mag"", ""amount"": 30}, {""name"": ""Fire"", ""amount"": 30}, {""name"": ""Ligt"", ""amount"": 30}, {""name"": ""Holy"", ""amount"": 30}, {""name"": ""Boost"", ""amount"": 30}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 10}], ""category"": ""Straight Sword"", ""weight"": 3.5, ""Attack Phy 115 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 110"": ""Guard Phy 45 Mag 30 Fire 30 Ligt 30 Holy 30 Boost 30"", ""Scaling Str D Dex D"": ""Requires Str 10 Dex 10"", ""Straight Sword"": ""Standard / Pierce"", ""Square Off"": ""FP - (6 8)"", ""Wgt. 3.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Lordsworn's+Straight+Sword""}",9,0.0
17f6953c2f2l0i1pltkmb7nxuvfxgo,weapon,Weathered Straight Sword,"Straight sword with a rather short but wide blade. Simple to wield, it was known as the sword of the people. Though the Erdtree styling is still visible, time has not been kind to this sword, now merely a shadow of its former self. Weathered Straight Sword is a Straight Sword in Elden Ring. The Weathered Straight Sword scales primarily with Strength and Dexterity and is a good starting Weapon.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f6953c2f2l0i1pltkmb7nxuvfxgo.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 103}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 43}, {""name"": ""Mag"", ""amount"": 29}, {""name"": ""Fire"", ""amount"": 29}, {""name"": ""Ligt"", ""amount"": 29}, {""name"": ""Holy"", ""amount"": 29}, {""name"": ""Boost"", ""amount"": 27}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 7}, {""name"": ""Dex"", ""amount"": 10}], ""category"": ""Straight Sword"", ""weight"": 3, ""Attack Phy 103 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 43 Mag 29 Fire 29 Ligt 29 Holy 29 Boost 27"", ""Scaling Str D Dex D"": ""Requires Str 7 Dex 10"", ""Straight Sword"": ""Standard / Pierce"", ""Square Off"": ""FP - ( 6 8)"", ""Wgt. 3"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Weathered+Straight+Sword""}",9,0.0
17f697020ddl0i1pm0mkycj3pyzli7,weapon,Golden Epitaph,"A sword made to commemorate the death of Godwyn the Golden, first of the demigods to die. Infused with the humble prayer of a young boy; ""O brother, lord brother, please die a true death."" Golden Epitaph is a Straight Sword in Elden Ring. The Golden Epitaph scales primarily with Strength, Dexterity and Faith. It is a good Weapon for dealing Holy Damage, especially when wielded against Undead.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f697020ddl0i1pm0mkycj3pyzli7.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 85}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 85}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 25}, {""name"": ""Mag"", ""amount"": 15}, {""name"": ""Fire"", ""amount"": 15}, {""name"": ""Ligt"", ""amount"": 15}, {""name"": ""Holy"", ""amount"": 40}, {""name"": ""Boost"", ""amount"": 30}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 12}, {""name"": ""Dex"", ""amount"": 10}, {""name"": ""Fai"", ""amount"": 14}], ""category"": ""Straight Sword"", ""weight"": 3.5, ""Attack Phy 85 Mag 0 Fire 0 Ligt 0 Holy 85 Crit 100"": ""Guard Phy 25 Mag 15 Fire 15 Ligt 15 Holy 40 Boost 30"", ""Scaling Str D Dex D Fai D"": ""Requires Str 12 Dex 10 Fai 14"", ""Straight Sword"": ""Standard / Pierce"", ""Last Rites"": ""FP 25"", ""Wgt. 3.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Golden+Epitaph""}",197,0.000283178233415544
17f69523142l0i1pm7iurzr5rt7vpb,weapon,Ornamental Straight Sword,"Slender straight sword patterned after an antique ornament. Superior swordsmen prefer to wield one in each hand. After falling from grace, the dregs of the golden lineage sought power and purpose in the past. Ornamental Straight Sword is a Straight Sword in Elden Ring. The Ornamental Straight Sword scales primarily with Strength and Dexterity and is a good Weapon for melee combat, especially when accompanied with the skill, Golden Tempering, which allows users to deal dual-wielding combo with a strong attack while in effect. The Ornamental Straight Sword is one of a few non-Claw/Fist Paired Weapons.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69523142l0i1pm7iurzr5rt7vpb.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 101}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 110}], ""defence"": [{""name"": ""Phy"", ""amount"": 42}, {""name"": ""Mag"", ""amount"": 28}, {""name"": ""Fire"", ""amount"": 28}, {""name"": ""Ligt"", ""amount"": 28}, {""name"": ""Holy"", ""amount"": 28}, {""name"": ""Boost"", ""amount"": 28}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 14}], ""category"": ""Straight Sword"", ""weight"": 3, ""Attack Phy 101 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 110"": ""Guard Phy 42 Mag 28 Fire 28 Ligt 28 Holy 28 Boost 28"", ""Scaling Str E Dex D"": ""Requires Str 10 Dex 14"", ""Straight Swords"": ""Standard / Pierce"", ""Golden Tempering"": ""FP 24"", ""Wgt. 3.0"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Ornamental+Straight+Sword""}",199,0.0005507367025170313
17f69d1c283l0i1pm7km9k4n9hesqp,weapon,Coded Sword,"Hidden sword once granted to the Tarnished of the Roundtable by the Two Fingers. A formless cipher comprises its blade, which deals holy damage no shield can repel. Champions would gather at the Roundtable Hold in days long past, when the Two Fingers were masters of oration, their flesh yet full of vigor. Coded Sword is a Straight Sword in Elden Ring. The Coded Sword scales exclusively with Faith and is a potent Weapon for dealing holy damage. It deals pure Holy Damage like the Cipher Pata.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d1c283l0i1pm7km9k4n9hesqp.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 0}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 85}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 13}, {""name"": ""Mag"", ""amount"": 22}, {""name"": ""Fire"", ""amount"": 22}, {""name"": ""Ligt"", ""amount"": 22}, {""name"": ""Holy"", ""amount"": 58}, {""name"": ""Boost"", ""amount"": 27}], ""scalesWith"": [{""name"": ""Fai"", ""scaling"": ""B""}], ""requiredAttributes"": [{""name"": ""Fai"", ""amount"": 20}], ""category"": ""Straight Sword"", ""weight"": 2.5, ""Attack Phy 0 Mag 0 Fire 0 Ligt 0 Holy 85 Crit 100"": ""Guard Phy 13 Mag 22 Fire 22 Ligt 22 Holy 58 Boost 27"", ""Scaling Fai B"": ""Requires Fai 20"", ""Straight Sword"": ""Standard / Pierce"", ""Unblockable Blade"": ""FP 18"", ""Wgt. 2.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Coded+Sword""}",81,0.0002841551257604641
17f69dcdeb9l0i1pmay6pw29q0kz9j,weapon,Sword Of Night And Flame,"Storied sword and treasure of Caria Manor. One of the legendary armaments. Astrologers, who preceded the sroveres, established themselves in mountaintops that nearly touched the sky, and considered the Fire Giants their neighbors. Sword of Night and Flame is a Straight Sword in Elden Ring. The Sword of Night and Flame scales primarily with Strength, Dexterity, Intelligence, and Faith and has a powerful Unique Skill, Night-and-Flame Stance, which allows the user to hold the sword level and follow up with a normal attack to cast the Comet Azur sorcery or a strong attack to sweep forward with a burst of flame causing Fire Damage.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69dcdeb9l0i1pmay6pw29q0kz9j.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 87}, {""name"": ""Mag"", ""amount"": 56}, {""name"": ""Fire"", ""amount"": 56}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 36}, {""name"": ""Mag"", ""amount"": 42}, {""name"": ""Fire"", ""amount"": 42}, {""name"": ""Ligt"", ""amount"": 26}, {""name"": ""Holy"", ""amount"": 26}, {""name"": ""Boost"", ""amount"": 31}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""E""}, {""name"": ""Int""}, {""name"": """", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 12}, {""name"": ""Dex"", ""amount"": 12}, {""name"": ""Int"", ""amount"": 0}, {""name"": """", ""amount"": 24}, {""name"": ""Fai"", ""amount"": 24}], ""category"": ""Straight Sword"", ""weight"": 4, ""Attack Phy 87 Mag 56 Fire 56 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 36 Mag 42 Fire 42 Ligt 26 Holy 26 Boost 31"", ""Scaling Str E Dex E Int D Fai D"": ""Requires Str 12 Dex 12 Int 24 Fai 24"", ""Straight Sword"": ""Standard/Pierce"", ""Night-and-Flame Stance"": ""FP - (26 32)"", ""Wgt. 4.0"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Sword+of+Night+and+Flame""}",9,0.002039106910010247
17f69b44345l0i1pmq6va882h9uvf,weapon,Carian Knight's Sword,"Straight sword embedded with a blue glintstone. Weapon of knights sworn to Carian royalty. These knights' swords could serve as catalysts, letting them wield sorcerous battle skills. Despite numbering fewer than twenty, this power made them a match for even the champions of gold in battle. Carian Knight's Sword is a Straight Sword in Elden Ring. The Carian Knight's Sword scales primarily with Intelligence, Strength and Dexterity and is a good Weapon for dealing Magic Damage from the sorcerous battle skills that it wields.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69b44345l0i1pmq6va882h9uvf.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 88}, {""name"": ""Mag"", ""amount"": 88}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 36}, {""name"": ""Mag"", ""amount"": 52}, {""name"": ""Fire"", ""amount"": 26}, {""name"": ""Ligt"", ""amount"": 26}, {""name"": ""Holy"", ""amount"": 26}, {""name"": ""Boost"", ""amount"": 31}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Int"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 10}, {""name"": ""Int"", ""amount"": 18}], ""category"": ""Straight Sword"", ""weight"": 4, ""Attack Phy 88 Mag 88 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 36 Mag 52 Fire 26 Ligt 26 Holy 26 Boost 31"", ""Scaling Str D Dex D Int D"": ""Requires Str 10 Dex 10 Int 18"", ""Straight Sword"": ""Standard / Pierce"", ""Carian Grandeur"": ""FP 26"", ""Wgt. 4.0"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Carian+Knight's+Sword""}",9,0.0003106497274444384
17f69b32328l0i1pmuqj0u81mxsett,weapon,Crystal Sword,"Sword fashioned from pure crystal; a deed impossible for a human. Enwreathed with powerful magic, its attack scales with intelligence. The inscrutable Crystalians have but one clear purpose; to safeguard their crystals unto the end. One theory posits that they yearn for the return of their creator who will carve for them new brethren. Crystal Sword is a Straight Sword in Elden Ring. The Crystal Sword scales primarily with Intelligence, Strength and Dexterity and is a good Weapon for dealing additional Magic Damage complemented by the Spinning Slash Skill that allows the user to spin and deal a follow up attack..",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69b32328l0i1pmuqj0u81mxsett.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 106}, {""name"": ""Mag"", ""amount"": 68}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 44}, {""name"": ""Mag"", ""amount"": 44}, {""name"": ""Fire"", ""amount"": 30}, {""name"": ""Ligt"", ""amount"": 30}, {""name"": ""Holy"", ""amount"": 30}, {""name"": ""Boost"", ""amount"": 33}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""E""}, {""name"": ""Int"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 13}, {""name"": ""Dex"", ""amount"": 10}, {""name"": ""Int"", ""amount"": 15}], ""category"": ""Straight Sword"", ""weight"": 4.5, ""Attack Phy 106 Mag 68 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 44 Mag 44 Fire 30 Ligt 30 Holy 30 Boost 33"", ""Scaling Str D Dex E Int D"": ""Requires Str 13 Dex 10 Int 15"", ""Straight Sword"": ""Standard/Pierce"", ""Spinning Slash"": ""FP 6 ( -12)"", ""Wgt. 4.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Crystal+Sword""}",9,0.0009316121344076368
17f698685e3l0i1pmwzhhrnhxcf81,weapon,Sword Of St Trina,"Silver sword carried by clerics of St. Trina. Inflicts sleep ailment upon foes. St. Trina is an enigmatic figure. Some say she is a comely young girl, others are sure he is a boy. The only certainty is that their appearance was as sudden as their disappearance. Sword of St Trina is a Straight Sword in Elden Ring. The Sword of St Trina scales primarily with Intelligence, Strength and Dexterity and is a good Weapon for its Unique Skill Mists of Slumber that releases a faint purple mist that spreads across a wide frontwards area. This mist inflicts the sleep ailment upon foes. Using the skill also coats your weapon for 30 seconds with an effect that appears similar to using a Soporific Grease, increasing the sword's base Sleep buildup from 66 to 136.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f698685e3l0i1pmwzhhrnhxcf81.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 107}, {""name"": ""Mag"", ""amount"": 32}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 39}, {""name"": ""Mag"", ""amount"": 33}, {""name"": ""Fire"", ""amount"": 27}, {""name"": ""Ligt"", ""amount"": 27}, {""name"": ""Holy"", ""amount"": 27}, {""name"": ""Boost"", ""amount"": 28}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Int""}, {""name"": """", ""scaling"": ""E""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 10}, {""name"": ""Dex"", ""amount"": 12}, {""name"": ""Int"", ""amount"": 0}, {""name"": """", ""amount"": 14}], ""category"": ""Straight Sword"", ""weight"": 3, ""Attack Phy 107 Mag 32 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 39 Mag 33 Fire 27 Ligt 27 Holy 27 Boost 28"", ""Scaling Str D Dex D Int E"": ""Requires Str 10 Dex 12 Int 14"", ""Straight Sword"": ""Standard / Pierce"", ""Mists of Slumber"": ""FP 20"", ""Wgt. 3"": ""Passive (66)"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Sword+of+St+Trina""}",66,0.001386769847334333
17f69aa244al0i1pmyf54x5qm8xb1r,weapon,Miquellan Knight's Sword,"Sword forged by servants of Miquella of the Haligtree, with a design modeled after those carried by Carian knights. Instead of glintstone however, amber from the Haligtree is embedded in the blade. A sumptuous piece, yet it has never been offered to any knight — an ill-starred sword with no master. Skill: Sacred Blade Miquellan Knight's Sword is a Straight Sword in Elden Ring. The Miquellan Knight's Sword scales primarily with Strength, Faith, and Dexterity and is a good Weapon for dealing Physical Damage, but also can deal Holy Damage during combat.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69aa244al0i1pmyf54x5qm8xb1r.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 105}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 68}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 40}, {""name"": ""Mag"", ""amount"": 28}, {""name"": ""Fire"", ""amount"": 28}, {""name"": ""Ligt"", ""amount"": 28}, {""name"": ""Holy"", ""amount"": 40}, {""name"": ""Boost"", ""amount"": 30}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""E""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 11}, {""name"": ""Dex"", ""amount"": 11}, {""name"": ""Fai"", ""amount"": 16}], ""category"": ""Straight Sword"", ""weight"": 3.5, ""Attack Phy 105 Mag 0 Fire 0 Ligt 0 Holy 68 Crit 100"": ""Guard Phy 40 Mag 28 Fire 28 Ligt 28 Holy 40 Boost 30"", ""Scaling Str D Dex D Fai E"": ""Requires Str 11 Dex 11 Fai 16"", ""Straight Sword"": ""Standard / Pierce"", ""Sacred Blade"": ""FP 19"", ""Wgt. 3.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Miquellan+Knight's+Sword""}",32,0.0005224761942787236
17f6997d3a3l0i1pn2970lts73cbnn,weapon,Cane Sword,"Beloved sword of an aged knight whose last quest was long behind him, repurposed into a walking stick. The tip is rather worn. Though bent of back and without the brawn required even to raise the sword aloft, still he wished to meet his end with weapon in hand. Cane Sword is a Straight Sword in Elden Ring. The Cane Sword scales primarily with Strength and Dexterity, and is a sword that has an odd design, resembling a cane.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f6997d3a3l0i1pn2970lts73cbnn.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 96}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 41}, {""name"": ""Mag"", ""amount"": 27}, {""name"": ""Fire"", ""amount"": 27}, {""name"": ""Ligt"", ""amount"": 27}, {""name"": ""Holy"", ""amount"": 27}, {""name"": ""Boost"", ""amount"": 27}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 8}, {""name"": ""Dex"", ""amount"": 11}], ""category"": ""Straight Sword"", ""weight"": 2.5, ""Attack Phy 96 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 41 Mag 27 Fire 27 Ligt 27 Holy 27 Boost 27"", ""Scaling Str E Dex D"": ""Requires Str 8 Dex 11"", ""Straight Sword"": ""Standard/Pierce"", ""Square Off"": ""FP - ( 6 8)"", ""Wgt. 2.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Cane+Sword""}",9,0.0
17f69d2e16cl0i1pndl0cqdeg1df40a,weapon,Regalia Of Eochaid,"Treasured sword of Eochaid, a lesser, long-vanished domain. The copper coloration is not to be confused for rust, but is a conduit for its wielder to move it by their will alone. Swords of Eochaid dance through the skies Regalia of Eochaid is a Straight Sword in Elden Ring. The Regalia of Eochaid scales primarily with Dexterity and Arcane and is a good Weapon for Arcane Builds.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d2e16cl0i1pndl0cqdeg1df40a.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 89}, {""name"": ""Mag"", ""amount"": 57}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 100}], ""defence"": [{""name"": ""Phy"", ""amount"": 48}, {""name"": ""Mag"", ""amount"": 40}, {""name"": ""Fire"", ""amount"": 31}, {""name"": ""Ligt"", ""amount"": 31}, {""name"": ""Holy"", ""amount"": 31}, {""name"": ""Boost"", ""amount"": 33}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 12}], ""category"": ""Straight Sword"", ""weight"": 5.5, ""Attack Phy 89 Mag 57 Fire 0 Ligt 0 Holy 0 Crit 100"": ""Guard Phy 48 Mag 40 Fire 31 Ligt 31 Holy 31 Boost 33"", ""Scaling Str E Dex D Arc D"": ""Requires Str 12 Dex 18 Arc 15"", ""Straight Sword"": ""Standard / Pierce"", ""Eochaid's Dancing Blade"": ""FP 15"", ""Wgt. 5.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Regalia+of+Eochaid""}",9,4.58550999455213e-06
17f6976fa7el0i1pnla0wdjcpf4iqvm,weapon,Noble's Slender Sword,"Narrow blade carried by wandering nobles. Made to be easy to wield. Daubed with gold from tip to tail, it should fetch a good sum. Noble's Slender Sword is a Straight Sword in Elden Ring. Noble's Slender Sword scales primarily with Strength and Dexterity, and is a good Weapon for Dexterity builds. It is one of the longest Straight Swords in Elden Ring.",merged,"{""image"": ""https://eldenring.fanapis.com/images/weapons/17f6976fa7el0i1pnla0wdjcpf4iqvm.png"", ""attack"": [{""name"": ""Phy"", ""amount"": 101}, {""name"": ""Mag"", ""amount"": 0}, {""name"": ""Fire"", ""amount"": 0}, {""name"": ""Ligt"", ""amount"": 0}, {""name"": ""Holy"", ""amount"": 0}, {""name"": ""Crit"", ""amount"": 110}], ""defence"": [{""name"": ""Phy"", ""amount"": 43}, {""name"": ""Mag"", ""amount"": 29}, {""name"": ""Fire"", ""amount"": 29}, {""name"": ""Ligt"", ""amount"": 29}, {""name"": ""Holy"", ""amount"": 29}, {""name"": ""Boost"", ""amount"": 30}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}], ""requiredAttributes"": [{""name"": ""Str"", ""amount"": 8}], ""category"": ""Straight Sword"", ""weight"": 3.5, ""Attack Phy 101 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 110"": ""Guard Phy 43 Mag 29 Fire 29 Ligt 29 Holy 29 Boost 30"", ""Scaling Str E Dex C"": ""Requires Str 8 Dex 11"", ""Straight Swords"": ""Standard / Pierce"", ""Square Off"": ""FP - (6 8)"", ""Wgt. 3.5"": ""Passive -"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Noble's+Slender+Sword""}",9,0.00012474090063581853
